
Nom de l'image                 PID Nom de la sessio NumÇro de s Utilisation  êtat            Nom d'utilisateur                                  Temps proces Titre de la fenàtre                                                     
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
mysqld.exe                    7552 Services                   0     1ˇ332 Ko Unknown         AUTORITE NT\Systäme                                     0:03:38 N/A                                                                     
conhost.exe                  19060 Services                   0       408 Ko Unknown         AUTORITE NT\Systäme                                     0:00:12 N/A                                                                     
csrss.exe                    22180 Console                    8     1ˇ132 Ko Unknown         AUTORITE NT\Systäme                                     0:00:32 N/A                                                                     
winlogon.exe                  7712 Console                    8       496 Ko Unknown         AUTORITE NT\Systäme                                     0:00:00 N/A                                                                     
dwm.exe                      12960 Console                    8    16ˇ632 Ko Running         Window Manager\DWM-8                                    0:07:01 DWM Notification Window                                                 
fontdrvhost.exe              13324 Console                    8        24 Ko Unknown         Font Driver Host\UMFD-8                                 0:00:00 N/A                                                                     
spacedeskServiceTray.exe     12432 Console                    8        32 Ko Running         DUGHU\HP                                                0:00:00 spacedesk Connection Notification                                       
sihost.exe                   25440 Console                    8     7ˇ968 Ko Running         DUGHU\HP                                                0:00:18 N/A                                                                     
svchost.exe                   8592 Console                    8     2ˇ640 Ko Unknown         DUGHU\HP                                                0:00:02 N/A                                                                     
svchost.exe                  14232 Console                    8    10ˇ724 Ko Running         DUGHU\HP                                                0:00:12 Windows Push Notifications Platform                                     
taskhostw.exe                19020 Console                    8     4ˇ744 Ko Running         DUGHU\HP                                                0:00:10 Task Host Window                                                        
taskhostw.exe                26260 Console                    8        20 Ko Running         DUGHU\HP                                                0:00:00 Task Host Window                                                        
SNAPOS64.exe                 17468 Console                    8     1ˇ328 Ko Running         DUGHU\HP                                                0:00:26 N/A                                                                     
conhost.exe                  10356 Console                    8        32 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
explorer.exe                  3288 Console                    8    53ˇ856 Ko Running         DUGHU\HP                                                0:02:27 N/A                                                                     
svchost.exe                  19524 Services                   0       460 Ko Unknown         AUTORITE NT\SERVICE LOCAL                               0:00:00 N/A                                                                     
CrossDeviceResume.exe        27628 Console                    8     3ˇ748 Ko Running         DUGHU\HP                                                0:00:01 CrossDeviceResumeWindow                                                 
svchost.exe                  23108 Console                    8    16ˇ444 Ko Running         DUGHU\HP                                                0:00:06 OLEChannelWnd                                                           
conhost.exe                  26300 Console                    8        36 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
CrossDeviceService.exe        7804 Console                    8       780 Ko Running         DUGHU\HP                                                0:00:05 .NET-BroadcastEventWindow.21af1a5.0                                     
OpenConsole.exe               9552 Console                    8       496 Ko Unknown         DUGHU\HP                                                0:00:00 N/A                                                                     
StartMenuExperienceHost.e     7656 Console                    8    12ˇ880 Ko Running         DUGHU\HP                                                0:00:12 DÇmarrer                                                                
